parent_id,judul,tipe_dokumen,kelompok,kategori,sumber,tanggal,url_sumber,file_asal,file_upload,sha256,ukuran_byte,jumlah_baris_data,siap_upload
deskriptif__artikel_dan_berita__hidden_gem_wisata_alam_di_palangka_raya_yang_masih_sepi,Hidden Gem Wisata Alam di Palangka Raya yang Masih Sepi,pdf,deskriptif,artikel_dan_berita,post,2026-06-06,https://disparbudpora.palangkaraya.go.id/hidden-gem-wisata-alam-di-palangka-raya-yang-masih-sepi/,deskriptif/artikel_dan_berita_pariwisata/hidden_gem_wisata_alam_di_palangka_raya_yang_masih_sepi.pdf,documents/deskriptif/artikel_dan_berita/hidden_gem_wisata_alam_di_palangka_raya_yang_masih_sepi.pdf,84cc6634b3db07dd47ac18a82d030b5690445944360cafe4e098547443968959,7789,,ya
deskriptif__artikel_dan_berita__filosofi_kota_cantik_palangka_raya_ketika_keindahan_bukan_sekadar_pemandangan,"Filosofi ""Kota Cantik"" Palangka Raya: Ketika Keindahan Bukan Sekadar Pemandangan",pdf,deskriptif,artikel_dan_berita,post,2026-06-04,https://disparbudpora.palangkaraya.go.id/filosofi-kota-cantik-palangka-raya-ketika-keindahan-bukan-sekadar-pemandangan/,deskriptif/artikel_dan_berita_pariwisata/filosofi_kota_cantik_palangka_raya_ketika_keindahan_bukan_sekadar_pemandangan.pdf,documents/deskriptif/artikel_dan_berita/filosofi_kota_cantik_palangka_raya_ketika_keindahan_bukan_sekadar_pemandangan.pdf,531d3aaa483080a1671693345e9fcf608b4747f83f440c5c55c8b61d12104698,7036,,ya
deskriptif__event_pariwisata__palangka_raya_raih_runner_up_fbim_2026_kota_cantik_tetap_bersinar_di_panggung_budaya_kalteng,"Palangka Raya Raih Runner Up FBIM 2026, Kota Cantik Tetap Bersinar di Panggung Budaya Kalteng",pdf,deskriptif,event_pariwisata,post,2026-05-24,https://disparbudpora.palangkaraya.go.id/palangka-raya-raih-runner-up-fbim-2026-kota-cantik-tetap-bersinar-di-panggung-budaya-kalteng/,deskriptif/event_pariwisata/palangka_raya_raih_runner_up_fbim_2026_kota_cantik_tetap_bersinar_di_panggung_budaya_kalteng.pdf,documents/deskriptif/event_pariwisata/palangka_raya_raih_runner_up_fbim_2026_kota_cantik_tetap_bersinar_di_panggung_budaya_kalteng.pdf,15bd1d80e91e7f40ebd23ed9a58b85030ae6419aed0ec0922b81a8d528f284c0,4955,,ya
deskriptif__artikel_dan_berita__di_bawah_jembatan_kahayan_kontingen_palangka_raya_berjuang_di_arena_besei_kambe,"Di Bawah Jembatan Kahayan, Kontingen Palangka Raya Berjuang di Arena Besei Kambe",pdf,deskriptif,artikel_dan_berita,post,2026-05-20,https://disparbudpora.palangkaraya.go.id/di-bawah-jembatan-kahayan-kontingen-palangka-raya-berjuang-di-arena-besei-kambe/,deskriptif/artikel_dan_berita_pariwisata/di_bawah_jembatan_kahayan_kontingen_palangka_raya_berjuang_di_arena_besei_kambe.pdf,documents/deskriptif/artikel_dan_berita/di_bawah_jembatan_kahayan_kontingen_palangka_raya_berjuang_di_arena_besei_kambe.pdf,f50631c4e519e647e2603884d39119dd4230d50b17c767c75d1c7930f48cd53f,4482,,ya
deskriptif__artikel_dan_berita__sunrise_yang_menenangkan_jiwa_tips_berburu_sunrise_terbaik_di_palangka_raya,Sunrise yang Menenangkan Jiwa: Tips Berburu Sunrise Terbaik di Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-05-07,https://disparbudpora.palangkaraya.go.id/sunrise-yang-menenangkan-jiwa-tips-berburu-sunrise-terbaik-di-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/sunrise_yang_menenangkan_jiwa_tips_berburu_sunrise_terbaik_di_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/sunrise_yang_menenangkan_jiwa_tips_berburu_sunrise_terbaik_di_palangka_raya.pdf,36b15368d73306fc0a6a24f2a7237beb62e1f78e313c8bd4a9d42c87822a7a83,6211,,ya
deskriptif__artikel_dan_berita__menemukan_keindahan_yang_tersembunyi_berburu_spot_foto_hidden_gem_di_palangka_raya,Menemukan Keindahan yang Tersembunyi: Berburu Spot Foto Hidden Gem di Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-04-28,https://disparbudpora.palangkaraya.go.id/menemukan-keindahan-yang-tersembunyi-berburu-spot-foto-hidden-gem-di-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/menemukan_keindahan_yang_tersembunyi_berburu_spot_foto_hidden_gem_di_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/menemukan_keindahan_yang_tersembunyi_berburu_spot_foto_hidden_gem_di_palangka_raya.pdf,19039a7e25e23bada4fb65abb0f4c930116be7ebe71a7a5dd1a7b948176b1410,5939,,ya
deskriptif__artikel_dan_berita__liburan_maksimal_budget_minimal_cara_cerdas_menikmati_palangka_raya_tanpa_boros,Liburan Maksimal Budget Minimal: Cara Cerdas Menikmati Palangka Raya Tanpa Boros,pdf,deskriptif,artikel_dan_berita,post,2026-04-26,https://disparbudpora.palangkaraya.go.id/liburan-maksimal-budget-minimal-cara-cerdas-menikmati-palangka-raya-tanpa-boros/,deskriptif/artikel_dan_berita_pariwisata/liburan_maksimal_budget_minimal_cara_cerdas_menikmati_palangka_raya_tanpa_boros.pdf,documents/deskriptif/artikel_dan_berita/liburan_maksimal_budget_minimal_cara_cerdas_menikmati_palangka_raya_tanpa_boros.pdf,a0e9b0b95f576cf6a50d90e6119b2d7391682b616677fd30714c98f519422929,4054,,ya
deskriptif__artikel_dan_berita__healing_trip_vs_adventure_trip_dua_cara_menemukan_diri_di_perjalanan_yang_berbeda,Healing Trip vs Adventure Trip: Dua Cara Menemukan Diri di Perjalanan yang Berbeda,pdf,deskriptif,artikel_dan_berita,post,2026-04-24,https://disparbudpora.palangkaraya.go.id/healing-trip-vs-adventure-trip-dua-cara-menemukan-diri-di-perjalanan-yang-berbeda/,deskriptif/artikel_dan_berita_pariwisata/healing_trip_vs_adventure_trip_dua_cara_menemukan_diri_di_perjalanan_yang_berbeda.pdf,documents/deskriptif/artikel_dan_berita/healing_trip_vs_adventure_trip_dua_cara_menemukan_diri_di_perjalanan_yang_berbeda.pdf,2f72c3172d28e59a33190065cee74d310977c36ca6211609a0da694e3bb0b964,5397,,ya
deskriptif__artikel_dan_berita__disewakan_kios_kuliner_dan_souvenir_kawasan_wisata_kereng_bangkirai,Disewakan Kios Kuliner dan Souvenir Kawasan Wisata Kereng Bangkirai,pdf,deskriptif,artikel_dan_berita,post,2026-04-13,https://disparbudpora.palangkaraya.go.id/disewakan-kios-kuliner-dan-souvenir-kawasan-wisata-kereng-bangkirai/,deskriptif/artikel_dan_berita_pariwisata/disewakan_kios_kuliner_dan_souvenir_kawasan_wisata_kereng_bangkirai.pdf,documents/deskriptif/artikel_dan_berita/disewakan_kios_kuliner_dan_souvenir_kawasan_wisata_kereng_bangkirai.pdf,8a8b35e42841e6634f347c2bdf40ead8015b1f400f54c0ce891e66f94df93d54,3096,,ya
deskriptif__artikel_dan_berita__disewakan_aula_kereng_bangkirai,Disewakan: Aula Kereng Bangkirai,pdf,deskriptif,artikel_dan_berita,post,2026-04-12,https://disparbudpora.palangkaraya.go.id/disewakan-aula-kereng-bangkirai/,deskriptif/artikel_dan_berita_pariwisata/disewakan_aula_kereng_bangkirai.pdf,documents/deskriptif/artikel_dan_berita/disewakan_aula_kereng_bangkirai.pdf,f995ff0c8b6d7b789740798c5fac8b2d7e78b1b849f2ed5a9bc7e151cd8ef415,2578,,ya
deskriptif__event_pariwisata__festival_budaya_isen_mulang_ketika_semangat_dayak_menjadi_perayaan_yang_hidup,Festival Budaya Isen Mulang: Ketika Semangat Dayak Menjadi Perayaan yang Hidup,pdf,deskriptif,event_pariwisata,post,2026-04-10,https://disparbudpora.palangkaraya.go.id/festival-budaya-isen-mulang-ketika-semangat-dayak-menjadi-perayaan-yang-hidup/,deskriptif/event_pariwisata/festival_budaya_isen_mulang_ketika_semangat_dayak_menjadi_perayaan_yang_hidup.pdf,documents/deskriptif/event_pariwisata/festival_budaya_isen_mulang_ketika_semangat_dayak_menjadi_perayaan_yang_hidup.pdf,447630835c3dbcfe6debbbca97e2ac6a1e73b1050a6cbf9707973e1c8b4b0de3,5000,,ya
deskriptif__artikel_dan_berita__mengenal_sandung_sapundu_tradisi_sakral_agama_kaharingan_di_kalimantan_tengah,Mengenal Sandung & Sapundu: Tradisi Sakral Agama Kaharingan di Kalimantan Tengah,pdf,deskriptif,artikel_dan_berita,post,2026-04-09,https://disparbudpora.palangkaraya.go.id/mengenal-sandung-sapundu-tradisi-sakral-dayak-di-kalimantan-tengah/,deskriptif/artikel_dan_berita_pariwisata/mengenal_sandung_sapundu_tradisi_sakral_dayak_di_kalimantan_tengah.pdf,documents/deskriptif/artikel_dan_berita/mengenal_sandung_sapundu_tradisi_sakral_agama_kaharingan_di_kalimantan_tengah.pdf,2b46acfe35ae2e8320e3e8400997b0ab13de7bc644dceab6c28d4ae4bc7a9f83,5829,,ya
deskriptif__artikel_dan_berita__rumah_betang_kalimantan_wisata_budaya_dan_filosofi_hidup_suku_dayak,Rumah Betang Kalimantan: Wisata Budaya dan Filosofi Hidup Suku Dayak,pdf,deskriptif,artikel_dan_berita,post,2026-04-08,https://disparbudpora.palangkaraya.go.id/rumah-betang-kalimantan-wisata-budaya-dan-filosofi-hidup-suku-dayak/,deskriptif/artikel_dan_berita_pariwisata/rumah_betang_kalimantan_wisata_budaya_dan_filosofi_hidup_suku_dayak.pdf,documents/deskriptif/artikel_dan_berita/rumah_betang_kalimantan_wisata_budaya_dan_filosofi_hidup_suku_dayak.pdf,67836cf30787b0eb93ebd914de52b3accbcf397b6a499126645dff02206a1e84,5502,,ya
deskriptif__artikel_dan_berita__liburan_ringan_di_palangka_raya_tips_packing_simpel_dan_efektif,Liburan Ringan di Palangka Raya: Tips Packing Simpel dan Efektif,pdf,deskriptif,artikel_dan_berita,post,2026-04-07,https://disparbudpora.palangkaraya.go.id/liburan-ringan-di-palangka-raya-tips-packing-simpel-dan-efektif/,deskriptif/artikel_dan_berita_pariwisata/liburan_ringan_di_palangka_raya_tips_packing_simpel_dan_efektif.pdf,documents/deskriptif/artikel_dan_berita/liburan_ringan_di_palangka_raya_tips_packing_simpel_dan_efektif.pdf,23eef30b7aa77e88550247172edbb95fd1464beb04e5bd16f0fd49b4f77fc7f3,5265,,ya
deskriptif__artikel_dan_berita__staycation_seru_di_palangka_raya_bareng_keluarga_liburan_dekat_kenangan_hebat,"Staycation Seru di Palangka Raya Bareng Keluarga: Liburan Dekat, Kenangan Hebat",pdf,deskriptif,artikel_dan_berita,post,2026-04-06,https://disparbudpora.palangkaraya.go.id/staycation-seru-di-palangka-raya-bareng-keluarga-liburan-dekat-kenangan-hebat/,deskriptif/artikel_dan_berita_pariwisata/staycation_seru_di_palangka_raya_bareng_keluarga_liburan_dekat_kenangan_hebat.pdf,documents/deskriptif/artikel_dan_berita/staycation_seru_di_palangka_raya_bareng_keluarga_liburan_dekat_kenangan_hebat.pdf,f91a53061e17433ce2007d2fb02881fdd590a895c9e3d51468e96949e820e074,5140,,ya
deskriptif__artikel_dan_berita__dari_pasar_tradisional_hingga_street_food_petualangan_kuliner_di_palangka_raya,Dari Pasar Tradisional hingga Street Food: Petualangan Kuliner di Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-04-05,https://disparbudpora.palangkaraya.go.id/dari-pasar-tradisional-hingga-street-food-petualangan-kuliner-di-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/dari_pasar_tradisional_hingga_street_food_petualangan_kuliner_di_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/dari_pasar_tradisional_hingga_street_food_petualangan_kuliner_di_palangka_raya.pdf,846206ec5e33e8d7a55d1eb94d4550c758143f13625957b35c0aa3705e357d51,5115,,ya
deskriptif__artikel_dan_berita__rahasia_traveler_cerdas_6_travel_hacks_yang_jarang_diketahui_tapi_wajib_dicoba,Rahasia Traveler Cerdas: 6 Travel Hacks yang Jarang Diketahui tapi Wajib Dicoba!,pdf,deskriptif,artikel_dan_berita,post,2026-04-04,https://disparbudpora.palangkaraya.go.id/rahasia-traveler-cerdas-6-travel-hacks-yang-jarang-diketahui-tapi-wajib-dicoba/,deskriptif/artikel_dan_berita_pariwisata/rahasia_traveler_cerdas_6_travel_hacks_yang_jarang_diketahui_tapi_wajib_dicoba.pdf,documents/deskriptif/artikel_dan_berita/rahasia_traveler_cerdas_6_travel_hacks_yang_jarang_diketahui_tapi_wajib_dicoba.pdf,7e8380ec3eb9d637db8c45ccce9d64628fcb3eaa661d000d629bd915b04afafe,5969,,ya
deskriptif__artikel_dan_berita__kenali_tanda_kamu_butuh_liburan_sekarang_juga_jangan_tunggu_sampai_burnout,Kenali Tanda Kamu Butuh Liburan Sekarang Juga: Jangan Tunggu Sampai Burnout!,pdf,deskriptif,artikel_dan_berita,post,2026-04-03,https://disparbudpora.palangkaraya.go.id/kenali-tanda-kamu-butuh-liburan-sekarang-juga-jangan-tunggu-sampai-burnout/,deskriptif/artikel_dan_berita_pariwisata/kenali_tanda_kamu_butuh_liburan_sekarang_juga_jangan_tunggu_sampai_burnout.pdf,documents/deskriptif/artikel_dan_berita/kenali_tanda_kamu_butuh_liburan_sekarang_juga_jangan_tunggu_sampai_burnout.pdf,62fc3a7ab105007cf4958b040532023d53ffa36c549cfd9e4ee97665101fbd97,4664,,ya
deskriptif__artikel_dan_berita__tips_solo_traveling_untuk_pemula_berani_pergi_sendiri_temukan_versi_terbaik_dirimu,"Tips Solo Traveling untuk Pemula: Berani Pergi Sendiri, Temukan Versi Terbaik Dirimu",pdf,deskriptif,artikel_dan_berita,post,2026-04-01,https://disparbudpora.palangkaraya.go.id/tips-solo-traveling-untuk-pemula-berani-pergi-sendiri-temukan-versi-terbaik-dirimu/,deskriptif/artikel_dan_berita_pariwisata/tips_solo_traveling_untuk_pemula_berani_pergi_sendiri_temukan_versi_terbaik_dirimu.pdf,documents/deskriptif/artikel_dan_berita/tips_solo_traveling_untuk_pemula_berani_pergi_sendiri_temukan_versi_terbaik_dirimu.pdf,7f61be8c2a796c115f42dd4d9698034b33df4ea75b87eba62f8897166af7be5b,5496,,ya
deskriptif__artikel_dan_berita__honeymoon_berkesan_di_palangka_raya_ketika_cinta_bertemu_alam_yang_tenang,Honeymoon Berkesan di Palangka Raya: Ketika Cinta Bertemu Alam yang Tenang,pdf,deskriptif,artikel_dan_berita,post,2026-03-31,https://disparbudpora.palangkaraya.go.id/honeymoon-berkesan-di-palangka-raya-ketika-cinta-bertemu-alam-yang-tenang/,deskriptif/artikel_dan_berita_pariwisata/honeymoon_berkesan_di_palangka_raya_ketika_cinta_bertemu_alam_yang_tenang.pdf,documents/deskriptif/artikel_dan_berita/honeymoon_berkesan_di_palangka_raya_ketika_cinta_bertemu_alam_yang_tenang.pdf,e622c15172e3115d4faf14b887d64d77bf56475aa7ae6ed6919b406a0df51cea,5519,,ya
deskriptif__artikel_dan_berita__cara_pose_natural_saat_liburan_rahasia_foto_yang_terasa_hidup,"Cara Pose Natural Saat Liburan: Rahasia Foto yang Terasa ""Hidup""",pdf,deskriptif,artikel_dan_berita,post,2026-03-30,https://disparbudpora.palangkaraya.go.id/cara-pose-natural-saat-liburan-rahasia-foto-yang-terasa-hidup/,deskriptif/artikel_dan_berita_pariwisata/cara_pose_natural_saat_liburan_rahasia_foto_yang_terasa_hidup.pdf,documents/deskriptif/artikel_dan_berita/cara_pose_natural_saat_liburan_rahasia_foto_yang_terasa_hidup.pdf,28c32c034ef9b10ba04f619e7fbb0ff90c2f40241a844cef936be1d1e8864a40,5698,,ya
deskriptif__objek_wisata__museum_balanga_menyusuri_jejak_peradaban_dayak_di_jantung_kalimantan,Museum Balanga: Menyusuri Jejak Peradaban Dayak di Jantung Kalimantan,pdf,deskriptif,objek_wisata,post,2026-03-29,https://disparbudpora.palangkaraya.go.id/museum-balanga-menyusuri-jejak-peradaban-dayak-di-jantung-kalimantan/,deskriptif/objek_wisata/museum_balanga_menyusuri_jejak_peradaban_dayak_di_jantung_kalimantan.pdf,documents/deskriptif/objek_wisata/museum_balanga_menyusuri_jejak_peradaban_dayak_di_jantung_kalimantan.pdf,50cb44a1ca5bdf9be8dd558e445d9267bda069ce6a8700d0a41821bf2ffa0943,5273,,ya
deskriptif__artikel_dan_berita__kereng_bangkirai_hidden_gem_palangka_raya_yang_bikin_hati_adem,Kereng Bangkirai: Hidden Gem Palangka Raya yang Bikin Hati Adem,pdf,deskriptif,artikel_dan_berita,post,2026-03-27,https://disparbudpora.palangkaraya.go.id/kereng-bangkirai-hidden-gem-palangka-raya-yang-bikin-hati-adem/,deskriptif/artikel_dan_berita_pariwisata/kereng_bangkirai_hidden_gem_palangka_raya_yang_bikin_hati_adem.pdf,documents/deskriptif/artikel_dan_berita/kereng_bangkirai_hidden_gem_palangka_raya_yang_bikin_hati_adem.pdf,a3885a5906ae45de7f8b7d5200d8a1f7549aef1ca729f158b6563df871c0dd16,2872,,ya
deskriptif__objek_wisata__susur_sungai_kahayan_palangka_raya_menikmati_senja_terindah_di_jantung_kalimantan,Susur Sungai Kahayan Palangka Raya: Menikmati Senja Terindah di Jantung Kalimantan,pdf,deskriptif,objek_wisata,post,2026-03-27,https://disparbudpora.palangkaraya.go.id/susur-sungai-kahayan-palangka-raya-menikmati-senja-terindah-di-jantung-kalimantan/,deskriptif/objek_wisata/susur_sungai_kahayan_palangka_raya_menikmati_senja_terindah_di_jantung_kalimantan.pdf,documents/deskriptif/objek_wisata/susur_sungai_kahayan_palangka_raya_menikmati_senja_terindah_di_jantung_kalimantan.pdf,e31a71593189163be9a3f822385cf25638157f971382fd51887dad6d316eed27,5523,,ya
deskriptif__artikel_dan_berita__menjelajah_pulau_kaja_kisah_penyelamatan_orangutan_di_jantung_hutan_borneo,Menjelajah Pulau Kaja: Kisah Penyelamatan Orangutan di Jantung Hutan Borneo,pdf,deskriptif,artikel_dan_berita,post,2026-03-26,https://disparbudpora.palangkaraya.go.id/menjelajah-pulau-kaja-kisah-penyelamatan-orangutan-di-jantung-hutan-borneo/,deskriptif/artikel_dan_berita_pariwisata/menjelajah_pulau_kaja_kisah_penyelamatan_orangutan_di_jantung_hutan_borneo.pdf,documents/deskriptif/artikel_dan_berita/menjelajah_pulau_kaja_kisah_penyelamatan_orangutan_di_jantung_hutan_borneo.pdf,50f9a95e6c3b0acc1f48d6e1e00149302d350de6b31159839682aab652fb3df6,5562,,ya
deskriptif__artikel_dan_berita__bukit_cinta_palangka_raya_spot_sunset_romantis_dengan_panorama_alam_memikat_di_jantung_borneo,Bukit Cinta Palangka Raya: Spot Sunset Romantis dengan Panorama Alam Memikat di Jantung Borneo,pdf,deskriptif,artikel_dan_berita,post,2026-03-25,https://disparbudpora.palangkaraya.go.id/bukit-cinta-palangka-raya-spot-sunset-romantis-dengan-panorama-alam-memikat-di-jantung-borneo/,deskriptif/artikel_dan_berita_pariwisata/bukit_cinta_palangka_raya_spot_sunset_romantis_dengan_panorama_alam_memikat_di_jantung_borneo.pdf,documents/deskriptif/artikel_dan_berita/bukit_cinta_palangka_raya_spot_sunset_romantis_dengan_panorama_alam_memikat_di_jantung_borneo.pdf,61c193d575348f3e2653a4d5123c415b351ac846ed0a4c3e955014c0c5a09ce8,5311,,ya
deskriptif__artikel_dan_berita__libur_lebaran_di_palangka_raya_5_cara_menikmati_wisata_alam_yang_tenang_berkesan,Libur Lebaran di Palangka Raya: 5 Cara Menikmati Wisata Alam yang Tenang & Berkesan,pdf,deskriptif,artikel_dan_berita,post,2026-03-23,https://disparbudpora.palangkaraya.go.id/libur-lebaran-di-palangka-raya-5-cara-menikmati-wisata-alam-yang-tenang-berkesan/,deskriptif/artikel_dan_berita_pariwisata/libur_lebaran_di_palangka_raya_5_cara_menikmati_wisata_alam_yang_tenang_berkesan.pdf,documents/deskriptif/artikel_dan_berita/libur_lebaran_di_palangka_raya_5_cara_menikmati_wisata_alam_yang_tenang_berkesan.pdf,4712968c18091f185b10748215b39dc8aaa629c7a28d39c61c79146c4a8d841e,5564,,ya
deskriptif__artikel_dan_berita__taman_wisata_alam_bukit_tangkiling_petualangan_alam_di_gerbang_borneo,Taman Wisata Alam Bukit Tangkiling: Petualangan Alam di Gerbang Borneo,pdf,deskriptif,artikel_dan_berita,post,2026-03-18,https://disparbudpora.palangkaraya.go.id/taman-wisata-alam-bukit-tangkiling-petualangan-alam-di-gerbang-borneo/,deskriptif/artikel_dan_berita_pariwisata/taman_wisata_alam_bukit_tangkiling_petualangan_alam_di_gerbang_borneo.pdf,documents/deskriptif/artikel_dan_berita/taman_wisata_alam_bukit_tangkiling_petualangan_alam_di_gerbang_borneo.pdf,04f08e1a54ac83b1afe09f98f05ee2fc68889b637006b24724aade6690aa9777,5864,,ya
deskriptif__artikel_dan_berita__gereja_paroki_katedral_santa_maria_simbol_iman_dan_harmoni_di_jantung_kota,Gereja Paroki Katedral Santa Maria: Simbol Iman dan Harmoni di Jantung Kota,pdf,deskriptif,artikel_dan_berita,post,2026-03-17,https://disparbudpora.palangkaraya.go.id/gereja-paroki-katedral-santa-maria-simbol-iman-dan-harmoni-di-jantung-kota/,deskriptif/artikel_dan_berita_pariwisata/gereja_paroki_katedral_santa_maria_simbol_iman_dan_harmoni_di_jantung_kota.pdf,documents/deskriptif/artikel_dan_berita/gereja_paroki_katedral_santa_maria_simbol_iman_dan_harmoni_di_jantung_kota.pdf,7b45536f5ee393c92b594f299461e7b606e7184b0dbb9027981c3da35e80679f,5121,,ya
deskriptif__artikel_dan_berita__masjid_raya_darussalam_cahaya_spiritual_di_kota_cantik,Masjid Raya Darussalam: Cahaya Spiritual di Kota Cantik,pdf,deskriptif,artikel_dan_berita,post,2026-03-16,https://disparbudpora.palangkaraya.go.id/masjid-raya-darussalam-cahaya-spiritual-di-kota-cantik/,deskriptif/artikel_dan_berita_pariwisata/masjid_raya_darussalam_cahaya_spiritual_di_kota_cantik.pdf,documents/deskriptif/artikel_dan_berita/masjid_raya_darussalam_cahaya_spiritual_di_kota_cantik.pdf,ae8ad95fdb45c89eb5dad6fad95d0f4d7539c820eb35996014c01ac2c419f541,5381,,ya
deskriptif__artikel_dan_berita__dermaga_flamboyan_tempat_kota_dan_sungai_saling_menyapa,Dermaga Flamboyan: Tempat Kota dan Sungai Saling Menyapa,pdf,deskriptif,artikel_dan_berita,post,2026-03-13,https://disparbudpora.palangkaraya.go.id/dermaga-flamboyan-tempat-kota-dan-sungai-saling-menyapa/,deskriptif/artikel_dan_berita_pariwisata/dermaga_flamboyan_tempat_kota_dan_sungai_saling_menyapa.pdf,documents/deskriptif/artikel_dan_berita/dermaga_flamboyan_tempat_kota_dan_sungai_saling_menyapa.pdf,5ea518f7d8bb3a39a1797035fb7da1acd80c89170f3c81ed252020ab69274dde,4810,,ya
deskriptif__objek_wisata__tugu_soekarno_monumen_sejarah_yang_menghidupkan_semangat_kota_cantik,Tugu Soekarno: Monumen Sejarah yang Menghidupkan Semangat Kota Cantik,pdf,deskriptif,objek_wisata,post,2026-03-12,https://disparbudpora.palangkaraya.go.id/tugu-soekarno-monumen-sejarah-yang-menghidupkan-semangat-kota-cantik/,deskriptif/objek_wisata/tugu_soekarno_monumen_sejarah_yang_menghidupkan_semangat_kota_cantik.pdf,documents/deskriptif/objek_wisata/tugu_soekarno_monumen_sejarah_yang_menghidupkan_semangat_kota_cantik.pdf,29de3691eb861eae8182f04f0e35569adacb49de27a7be4860bf06c6535666d9,6005,,ya
deskriptif__objek_wisata__jembatan_kahayan_cara_menyaksikan_senja_terindah_di_jantung_palangka_raya,Jembatan Kahayan: Cara Menyaksikan Senja Terindah di Jantung Palangka Raya,pdf,deskriptif,objek_wisata,post,2026-03-11,https://disparbudpora.palangkaraya.go.id/jembatan-kahayan-cara-menyaksikan-senja-terindah-di-jantung-palangka-raya/,deskriptif/objek_wisata/jembatan_kahayan_cara_menyaksikan_senja_terindah_di_jantung_palangka_raya.pdf,documents/deskriptif/objek_wisata/jembatan_kahayan_cara_menyaksikan_senja_terindah_di_jantung_palangka_raya.pdf,be7a0d74e52fbae457538ec0826f0bd7ad826c6c8bff882ec791fefae2ffb58f,5834,,ya
deskriptif__artikel_dan_berita__bundaran_besar_dan_jantung_kota_palangka_raya,Bundaran Besar dan Jantung Kota Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-03-10,https://disparbudpora.palangkaraya.go.id/bundaran-besar-dan-jantung-kota-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/bundaran_besar_dan_jantung_kota_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/bundaran_besar_dan_jantung_kota_palangka_raya.pdf,c057634be02093a0deba45ff8a083128bf67bc4b888a36a1e96793271fcd1801,5495,,ya
deskriptif__artikel_dan_berita__fakta_menarik_kota_palangka_raya,Fakta Menarik Kota Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-03-09,https://disparbudpora.palangkaraya.go.id/fakta-menarik-kota-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/fakta_menarik_kota_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/fakta_menarik_kota_palangka_raya.pdf,6cecc7d0943327c1d92d5632aefb014551bcc0ec4b65733c5d02dc9dfa0f9431,5982,,ya
deskriptif__artikel_dan_berita__keunikan_budaya_masyarakat_dayak,Keunikan Budaya Masyarakat Dayak,pdf,deskriptif,artikel_dan_berita,post,2026-03-06,https://disparbudpora.palangkaraya.go.id/keunikan-budaya-masyarakat-dayak/,deskriptif/artikel_dan_berita_pariwisata/keunikan_budaya_masyarakat_dayak.pdf,documents/deskriptif/artikel_dan_berita/keunikan_budaya_masyarakat_dayak.pdf,f0a31179729fee433df4b60f0e319dfe1a41c36974e3da80fd587f8ae1ed774a,5452,,ya
deskriptif__artikel_dan_berita__iklim_waktu_terbaik_berkunjung_ke_kota_palangka_raya,Iklim & Waktu Terbaik Berkunjung ke Kota Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-03-05,https://disparbudpora.palangkaraya.go.id/iklim-waktu-terbaik-berkunjung-ke-kota-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/iklim_waktu_terbaik_berkunjung_ke_kota_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/iklim_waktu_terbaik_berkunjung_ke_kota_palangka_raya.pdf,1859805ef0076654b22142303b39179a3d19a5f437206ca6715f005e8dab96a9,5888,,ya
deskriptif__artikel_dan_berita__letak_geografis_karakter_alam_kota_palangka_raya,Letak Geografis & Karakter Alam Kota Palangka Raya,pdf,deskriptif,artikel_dan_berita,post,2026-03-04,https://disparbudpora.palangkaraya.go.id/letak-geografis-karakter-alam-kota-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/letak_geografis_karakter_alam_kota_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/letak_geografis_karakter_alam_kota_palangka_raya.pdf,7ce511124f52e3b4bf1aadced37bfbb48b05fea5a8d7deb079da7c03c6454720,6429,,ya
deskriptif__artikel_dan_berita__filosofi_kota_cantik_palangka_raya,"Filosofi ""Kota Cantik"" Palangka Raya",pdf,deskriptif,artikel_dan_berita,post,2026-03-03,https://disparbudpora.palangkaraya.go.id/filosofi-kota-cantik-palangka-raya/,deskriptif/artikel_dan_berita_pariwisata/filosofi_kota_cantik_palangka_raya.pdf,documents/deskriptif/artikel_dan_berita/filosofi_kota_cantik_palangka_raya.pdf,fa1b41239577409a01d2cc876a1f414ae519de58097fe3de2594b8651f166cc6,5746,,ya
